,suhu udara,kelembaban udara,suhu tanah,kelembaban tanah,cahaya,arus solar,arus aki,tegangan solar,tegangan aki,status
32831,31.66,50,34.21,197,47545,0.483,0.173,11.823,10.456,cerah siram
32832,30.57,56,33.37,196,49587,0.403,0.167,12.418,12.035,cerah siram
32833,31.07,57,31.27,205,57297,0.491,0.162,11.487,11.259,cerah siram
32834,32.06,51,35.45,203,51949,0.408,0.155,12.331,11.828,cerah siram
32835,30.82,52,33.7,202,45526,0.435,0.158,12.561,11.385,cerah siram
32836,30.7,57,31.47,202,61245,0.479,0.163,11.496,10.862,cerah siram
32837,30.94,50,34.59,198,49415,0.406,0.164,12.681,12.208,cerah siram
32838,31.96,54,31.37,203,46824,0.485,0.169,11.362,10.625,cerah siram
32839,30.91,60,34.85,202,55758,0.414,0.177,12.752,10.619,cerah siram
32840,30.27,57,32.57,201,52301,0.482,0.169,11.286,12.21,cerah siram
32841,30.45,59,31.7,197,58246,0.451,0.167,12.17,10.692,cerah siram
32842,30.97,56,33.94,196,58313,0.469,0.164,11.967,12.127,cerah siram
32843,31.41,52,31.48,202,45378,0.426,0.176,12.69,10.78,cerah siram
32844,30.45,53,35.15,204,45929,0.403,0.157,11.319,12.719,cerah siram
32845,30.89,57,33.0,199,48361,0.486,0.158,11.363,12.272,cerah siram
32846,31.82,59,30.7,196,56472,0.399,0.178,11.917,12.122,cerah siram
32847,31.58,60,31.56,203,57384,0.417,0.161,11.475,10.831,cerah siram
32848,30.64,59,32.8,203,62405,0.465,0.163,12.638,11.656,cerah siram
32849,31.71,59,31.65,204,45914,0.4,0.168,12.337,11.426,cerah siram
32850,32.18,58,34.06,201,58575,0.431,0.174,12.486,10.669,cerah siram
32851,30.34,51,34.04,195,45669,0.455,0.158,12.494,12.344,cerah siram
32852,30.3,58,31.37,201,51112,0.394,0.158,11.629,11.446,cerah siram
32853,30.37,57,34.51,205,56611,0.456,0.155,12.544,10.816,cerah siram
32854,31.71,54,30.91,197,57892,0.445,0.161,12.333,11.316,cerah siram
32855,31.64,54,30.0,198,57231,0.45,0.156,12.052,11.157,cerah siram
32856,31.64,54,34.42,195,52485,0.484,0.161,12.005,10.957,cerah siram
32857,31.4,51,33.94,205,53352,0.446,0.169,12.733,11.451,cerah siram
32858,32.05,59,32.65,197,61439,0.45,0.171,12.704,12.281,cerah siram
32859,30.54,58,31.88,201,47474,0.414,0.17,12.059,10.357,cerah siram
32860,30.63,60,34.48,195,53458,0.491,0.169,11.304,10.826,cerah siram
32861,30.48,51,30.9,199,45777,0.435,0.178,12.608,11.237,cerah siram
32862,32.49,52,31.44,203,60075,0.432,0.172,12.618,11.269,cerah siram
32863,30.25,53,30.79,202,47345,0.476,0.17,11.346,12.105,cerah siram
32864,32.41,57,31.88,199,48934,0.479,0.161,11.98,11.805,cerah siram
32865,32.01,59,32.53,204,45476,0.416,0.178,12.586,11.274,cerah siram
32866,31.23,55,31.72,197,45279,0.444,0.164,12.08,12.311,cerah siram
32867,31.54,50,31.03,199,54042,0.481,0.168,12.55,11.995,cerah siram
32868,31.78,52,33.34,197,54297,0.43,0.161,11.475,10.896,cerah siram
32869,31.26,50,35.08,201,49437,0.424,0.167,12.12,10.621,cerah siram
32870,30.44,55,33.23,195,48917,0.39,0.158,11.935,10.918,cerah siram
32871,31.98,54,30.55,200,59921,0.469,0.161,12.648,10.292,cerah siram
32872,30.82,57,30.85,196,46771,0.437,0.156,11.851,12.719,cerah siram
32873,31.71,60,33.98,205,45243,0.409,0.173,11.376,11.633,cerah siram
32874,32.26,51,31.47,195,45965,0.439,0.174,11.336,12.617,cerah siram
32875,31.54,55,31.47,205,53186,0.426,0.166,12.745,11.786,cerah siram
32876,32.45,52,31.7,199,60514,0.472,0.164,12.704,12.546,cerah siram
32877,31.17,53,34.78,203,58323,0.438,0.172,12.599,11.129,cerah siram
32878,30.73,60,34.08,197,50956,0.465,0.156,11.366,12.253,cerah siram
32879,31.9,56,31.22,202,46603,0.464,0.178,11.648,11.181,cerah siram
32880,31.65,51,34.56,197,59396,0.458,0.165,11.519,11.157,cerah siram
32881,31.53,57,31.86,204,46974,0.422,0.176,11.901,12.132,cerah siram
32882,31.41,60,35.5,200,48661,0.42,0.167,12.739,12.093,cerah siram
32883,31.67,51,31.89,199,52182,0.433,0.176,12.432,11.121,cerah siram
32884,30.48,60,31.49,201,48172,0.425,0.176,12.594,12.52,cerah siram
32885,32.2,56,34.82,200,59254,0.396,0.171,12.186,11.045,cerah siram
32886,30.85,55,34.94,201,59010,0.46,0.159,11.634,11.83,cerah siram
32887,31.04,54,33.23,202,54310,0.436,0.162,11.304,11.691,cerah siram
32888,31.18,53,30.74,203,55633,0.446,0.177,12.286,10.784,cerah siram
32889,31.84,50,35.32,195,61159,0.39,0.161,11.363,11.251,cerah siram
32890,30.2,60,33.09,202,47217,0.453,0.171,12.238,10.892,cerah siram
32891,30.62,56,35.19,204,45813,0.492,0.171,12.711,11.341,cerah siram
32892,31.37,54,34.47,201,45857,0.402,0.168,11.482,12.204,cerah siram
32893,31.9,57,34.47,199,48596,0.396,0.163,12.677,12.018,cerah siram
32894,31.36,50,33.88,201,59873,0.427,0.157,11.897,11.174,cerah siram
32895,31.16,57,34.44,196,48971,0.492,0.174,11.643,11.639,cerah siram
32896,30.23,51,32.0,198,60731,0.445,0.162,11.413,10.73,cerah siram
32897,31.44,50,31.23,196,49180,0.457,0.157,12.496,11.401,cerah siram
32898,31.68,50,34.61,196,57108,0.431,0.174,12.519,12.591,cerah siram
32899,30.29,52,34.5,195,58003,0.452,0.174,12.099,12.314,cerah siram
32900,31.98,50,33.83,197,45731,0.392,0.175,11.489,11.994,cerah siram
32901,30.88,55,35.47,202,50812,0.454,0.154,11.445,11.233,cerah siram
32902,31.52,54,31.74,204,55947,0.443,0.173,12.19,11.477,cerah siram
32903,31.58,56,30.43,197,48757,0.452,0.171,12.559,12.354,cerah siram
32904,31.39,53,31.2,201,45201,0.426,0.17,11.677,10.638,cerah siram
32905,30.76,51,33.79,199,53618,0.478,0.165,11.999,12.639,cerah siram
32906,31.39,53,32.69,204,49551,0.489,0.16,11.431,11.12,cerah siram
32907,31.84,56,30.94,205,61970,0.474,0.16,11.769,10.823,cerah siram
32908,31.09,60,30.94,196,45933,0.425,0.163,12.285,11.904,cerah siram
32909,31.36,54,34.86,197,47606,0.481,0.175,11.546,10.892,cerah siram
32910,32.39,58,33.8,195,45651,0.47,0.16,11.839,10.64,cerah siram
32911,30.8,58,32.47,197,62006,0.404,0.164,11.671,10.747,cerah siram
32912,31.03,56,32.85,200,50164,0.43,0.172,11.886,12.724,cerah siram
32913,32.5,55,30.39,204,60008,0.474,0.168,12.483,10.72,cerah siram
32914,31.94,50,34.63,204,49522,0.49,0.168,11.805,12.328,cerah siram
32915,31.93,53,31.39,198,56680,0.41,0.169,12.587,11.021,cerah siram
32916,32.31,52,31.54,197,51060,0.439,0.166,12.72,10.981,cerah siram
32917,32.05,54,33.31,199,53959,0.413,0.161,11.498,10.378,cerah siram
32918,30.49,53,31.01,199,47270,0.403,0.155,12.09,10.905,cerah siram
32919,30.32,55,34.38,200,45646,0.431,0.168,12.551,11.706,cerah siram
32920,31.87,57,33.93,198,56367,0.418,0.166,11.397,12.397,cerah siram
32921,30.28,59,31.74,199,50366,0.439,0.176,11.787,10.811,cerah siram
32922,31.82,60,33.54,205,45687,0.426,0.167,12.291,12.039,cerah siram
32923,31.22,56,34.44,199,55691,0.461,0.173,12.208,12.5,cerah siram
32924,32.38,53,35.11,197,47835,0.462,0.156,12.104,11.506,cerah siram
32925,32.29,51,33.0,204,59090,0.401,0.16,12.474,11.987,cerah siram
32926,30.48,53,34.1,199,51814,0.427,0.154,11.885,11.165,cerah siram
32927,32.3,58,34.07,201,48210,0.451,0.169,11.306,11.078,cerah siram
32928,31.13,54,32.79,201,50638,0.4,0.167,11.448,11.769,cerah siram
32929,31.06,52,30.48,197,58791,0.393,0.154,12.629,10.534,cerah siram
32930,31.5,51,30.01,205,51887,0.449,0.177,12.191,10.834,cerah siram
32931,31.77,51,30.92,197,53963,0.436,0.171,12.002,11.521,cerah siram
32932,31.35,50,33.96,204,50129,0.469,0.174,12.349,11.917,cerah siram
32933,31.35,60,35.14,199,47803,0.481,0.158,11.623,10.562,cerah siram
32934,31.22,58,34.06,199,53296,0.463,0.174,12.727,11.031,cerah siram
32935,31.75,53,32.22,200,48047,0.404,0.162,11.665,11.27,cerah siram
32936,31.57,57,30.86,195,48199,0.402,0.156,11.859,12.397,cerah siram
32937,31.2,59,33.85,195,45343,0.418,0.166,11.642,10.86,cerah siram
32938,30.53,58,33.03,197,51535,0.411,0.162,12.663,11.194,cerah siram
32939,31.43,54,30.57,196,50603,0.41,0.159,11.612,11.979,cerah siram
32940,30.58,54,30.68,196,62195,0.4,0.159,12.457,12.183,cerah siram
32941,30.44,59,33.68,195,47384,0.403,0.16,12.636,10.336,cerah siram
32942,32.48,55,30.3,205,47901,0.493,0.162,11.299,12.059,cerah siram
32943,31.64,58,30.94,203,62102,0.472,0.157,11.973,10.503,cerah siram
32944,30.37,58,34.17,205,61423,0.436,0.159,11.511,12.527,cerah siram
32945,31.68,59,33.51,204,50200,0.417,0.169,11.465,10.339,cerah siram
32946,30.99,56,32.78,205,49777,0.473,0.159,12.397,10.515,cerah siram
32947,30.69,60,35.44,198,55915,0.413,0.173,11.702,11.42,cerah siram
32948,30.39,52,32.94,195,45246,0.436,0.154,11.668,12.133,cerah siram
32949,31.79,54,31.24,195,56650,0.442,0.172,11.57,11.664,cerah siram
32950,30.26,53,30.97,199,61663,0.492,0.159,11.359,12.622,cerah siram
32951,31.8,50,35.29,198,48641,0.405,0.161,12.13,10.616,cerah siram
32952,30.83,56,31.18,200,61381,0.477,0.178,12.127,11.818,cerah siram
32953,30.69,52,31.25,196,49237,0.396,0.162,12.017,10.361,cerah siram
32954,31.76,57,30.76,196,53890,0.399,0.176,11.511,12.668,cerah siram
32955,30.44,55,32.73,198,45982,0.468,0.174,12.308,11.511,cerah siram
32956,31.9,52,31.24,200,46996,0.456,0.173,12.492,11.261,cerah siram
32957,32.47,56,30.02,205,61811,0.417,0.168,11.903,11.761,cerah siram
32958,31.34,58,32.96,198,50831,0.42,0.16,11.496,10.546,cerah siram
32959,30.2,58,34.37,202,61822,0.406,0.173,12.398,12.525,cerah siram
32960,31.79,53,34.77,195,60614,0.423,0.156,12.229,11.254,cerah siram
32961,31.37,54,34.99,196,59939,0.408,0.178,11.952,10.324,cerah siram
32962,31.01,52,31.62,198,56196,0.471,0.165,11.851,10.859,cerah siram
32963,31.25,58,34.38,198,50883,0.461,0.17,11.598,10.448,cerah siram
32964,31.25,59,34.71,200,46062,0.479,0.157,12.46,11.919,cerah siram
32965,30.57,52,30.07,203,49714,0.448,0.155,12.633,11.14,cerah siram
32966,31.44,56,30.15,203,56950,0.463,0.178,11.576,10.819,cerah siram
32967,30.32,53,30.1,205,48103,0.437,0.166,11.409,10.55,cerah siram
32968,32.26,59,34.23,196,58122,0.425,0.161,11.814,10.306,cerah siram
32969,32.43,60,30.98,198,56876,0.412,0.161,12.737,11.692,cerah siram
32970,31.42,51,31.3,199,52420,0.467,0.167,12.283,11.607,cerah siram
32971,31.98,58,31.69,201,56624,0.412,0.168,12.391,12.502,cerah siram
32972,31.22,50,34.27,204,61851,0.455,0.17,12.394,12.704,cerah siram
32973,31.9,52,33.57,200,55983,0.389,0.165,11.594,11.999,cerah siram
32974,30.37,57,32.27,204,55212,0.404,0.154,11.592,10.484,cerah siram
32975,30.69,51,33.5,199,45608,0.419,0.16,11.855,10.696,cerah siram
32976,30.92,55,34.25,200,52927,0.453,0.161,11.372,12.699,cerah siram
32977,31.45,51,31.33,201,58975,0.398,0.163,12.587,10.691,cerah siram
32978,31.73,57,31.0,201,57255,0.412,0.171,11.81,10.874,cerah siram
32979,31.79,58,34.38,200,47449,0.474,0.154,12.777,10.609,cerah siram
32980,31.8,52,31.81,203,47339,0.4,0.176,11.703,12.666,cerah siram
32981,32.37,54,32.44,198,52754,0.422,0.159,12.098,12.206,cerah siram
32982,30.63,53,30.74,198,48145,0.485,0.161,12.779,10.509,cerah siram
32983,30.74,59,32.19,197,51089,0.407,0.166,12.246,11.885,cerah siram
32984,32.03,58,32.01,200,59957,0.433,0.172,12.462,11.463,cerah siram
32985,32.08,56,33.5,202,54387,0.411,0.177,12.741,11.971,cerah siram
32986,30.31,57,32.17,204,57363,0.41,0.166,12.554,11.219,cerah siram
32987,31.39,50,30.34,198,59548,0.43,0.166,12.574,11.117,cerah siram
32988,31.66,59,34.29,204,48174,0.449,0.175,11.805,11.286,cerah siram
32989,32.07,57,31.12,204,61323,0.423,0.168,12.076,11.051,cerah siram
32990,31.76,55,33.01,203,46898,0.412,0.168,11.8,11.882,cerah siram
32991,30.53,60,34.6,205,56950,0.464,0.164,12.342,11.086,cerah siram
32992,30.45,50,30.7,201,58379,0.478,0.176,12.392,12.082,cerah siram
32993,32.03,55,31.44,196,56422,0.395,0.173,12.49,10.585,cerah siram
32994,31.96,60,32.46,198,47642,0.393,0.165,11.282,10.798,cerah siram
32995,30.55,58,33.44,202,61341,0.475,0.172,11.563,12.536,cerah siram
32996,30.42,57,31.42,196,60936,0.46,0.173,12.291,11.561,cerah siram
32997,31.04,54,32.47,196,46492,0.428,0.169,11.416,11.374,cerah siram
32998,31.68,57,32.28,204,51480,0.395,0.154,11.539,10.757,cerah siram
32999,30.86,50,31.76,201,58778,0.442,0.168,12.425,12.076,cerah siram
33000,30.59,59,31.79,201,55790,0.414,0.158,12.406,11.896,cerah siram
33001,32.46,57,32.27,197,51038,0.423,0.169,11.486,10.384,cerah siram
33002,30.29,55,33.21,197,46989,0.461,0.171,12.724,12.17,cerah siram
33003,31.36,52,34.13,199,57099,0.396,0.162,11.282,11.057,cerah siram
33004,32.39,59,34.62,204,45608,0.469,0.177,12.545,12.362,cerah siram
33005,30.93,52,31.67,203,56715,0.417,0.175,11.366,10.324,cerah siram
33006,30.92,59,34.98,198,53136,0.443,0.155,12.029,11.906,cerah siram
33007,32.34,54,33.36,202,51226,0.46,0.163,11.695,11.901,cerah siram
33008,30.94,51,33.55,204,59109,0.46,0.164,11.376,12.447,cerah siram
33009,31.42,59,31.99,196,60424,0.458,0.175,11.637,12.645,cerah siram
33010,31.52,50,30.32,205,47952,0.478,0.173,12.546,11.986,cerah siram
33011,30.21,58,33.85,199,52893,0.427,0.156,12.297,11.805,cerah siram
33012,31.92,59,33.76,205,47462,0.474,0.157,12.302,11.547,cerah siram
33013,32.09,56,33.39,201,48576,0.408,0.166,12.117,12.301,cerah siram
33014,30.69,53,33.85,195,48954,0.443,0.176,11.871,10.983,cerah siram
33015,32.02,53,31.56,204,58234,0.408,0.158,12.215,11.368,cerah siram
33016,31.9,50,32.11,203,46631,0.479,0.168,11.504,11.895,cerah siram
33017,30.25,50,32.93,201,59403,0.421,0.178,12.699,11.286,cerah siram
33018,30.33,57,34.21,204,45642,0.416,0.163,12.383,11.98,cerah siram
33019,30.61,59,34.9,198,53911,0.393,0.169,11.759,12.703,cerah siram
33020,30.31,56,30.61,196,56382,0.482,0.159,12.734,10.95,cerah siram
33021,31.11,55,33.84,199,60611,0.394,0.162,12.103,11.6,cerah siram
33022,31.83,50,33.86,197,48723,0.455,0.156,12.633,11.241,cerah siram
33023,30.46,59,35.47,196,47363,0.441,0.156,11.758,11.518,cerah siram
33024,30.25,53,32.72,195,59446,0.413,0.177,12.609,10.514,cerah siram
33025,32.04,54,33.3,198,48469,0.43,0.158,11.32,11.782,cerah siram
33026,30.72,60,34.38,196,52893,0.435,0.164,12.774,12.057,cerah siram
33027,32.44,59,33.75,199,47053,0.45,0.157,11.361,11.436,cerah siram
33028,32.32,50,30.59,205,53699,0.389,0.164,12.382,12.626,cerah siram
33029,32.17,53,30.73,200,55838,0.478,0.16,12.596,11.108,cerah siram
33030,31.17,54,34.88,202,46227,0.438,0.162,12.313,10.911,cerah siram
33031,31.57,60,30.2,199,61789,0.415,0.164,12.014,12.225,cerah siram
33032,30.43,60,32.93,203,49343,0.472,0.167,12.627,12.658,cerah siram
33033,31.97,58,30.44,201,59309,0.433,0.162,12.108,10.668,cerah siram
33034,31.33,52,32.08,202,56981,0.452,0.174,11.485,12.111,cerah siram
33035,30.57,59,35.27,196,48983,0.43,0.17,12.24,12.108,cerah siram
33036,30.65,57,31.75,200,58136,0.484,0.161,11.683,10.501,cerah siram
33037,31.88,53,35.17,200,50570,0.481,0.174,12.185,11.803,cerah siram
33038,32.46,56,31.95,201,47917,0.45,0.17,11.831,12.56,cerah siram
33039,31.4,54,30.83,203,54915,0.442,0.178,12.089,11.309,cerah siram
33040,30.55,60,33.25,197,55394,0.447,0.171,12.573,10.435,cerah siram
33041,30.67,54,30.5,204,61755,0.474,0.168,12.218,10.888,cerah siram
33042,31.55,50,30.02,197,53380,0.433,0.157,11.518,10.681,cerah siram
33043,31.44,54,31.87,202,59220,0.484,0.17,12.218,11.973,cerah siram
33044,30.38,57,30.75,195,52528,0.465,0.17,11.559,11.198,cerah siram
33045,32.05,59,33.87,205,54809,0.466,0.158,12.717,11.759,cerah siram
33046,30.54,57,31.5,197,45768,0.464,0.174,12.473,12.52,cerah siram
33047,31.97,50,31.16,199,61931,0.479,0.176,11.942,12.364,cerah siram
33048,31.44,57,30.09,196,47529,0.415,0.164,11.4,11.715,cerah siram
33049,30.87,55,34.34,198,50839,0.4,0.164,12.394,11.505,cerah siram
33050,30.45,60,30.68,202,59038,0.441,0.164,12.185,11.412,cerah siram
33051,30.76,60,33.52,202,52405,0.45,0.166,11.952,10.85,cerah siram
33052,31.71,52,35.01,199,53883,0.394,0.167,11.474,12.347,cerah siram
33053,30.72,57,32.41,196,46789,0.41,0.168,11.91,11.475,cerah siram
33054,31.63,57,30.19,199,59599,0.42,0.167,11.795,11.902,cerah siram
33055,32.48,54,31.14,204,45648,0.488,0.155,11.477,11.838,cerah siram
33056,31.43,60,33.67,195,48082,0.468,0.17,12.002,11.89,cerah siram
33057,31.51,55,34.87,196,61890,0.44,0.165,12.399,12.064,cerah siram
33058,31.86,51,30.96,197,48955,0.417,0.176,12.362,11.153,cerah siram
33059,30.43,59,30.06,195,48582,0.424,0.174,11.989,11.163,cerah siram
33060,32.23,59,31.75,199,53198,0.442,0.172,11.583,10.795,cerah siram
33061,32.29,52,33.56,196,54231,0.445,0.167,12.632,11.926,cerah siram
33062,30.35,53,35.32,205,59121,0.416,0.157,12.545,12.626,cerah siram
33063,31.25,53,31.89,199,56460,0.427,0.173,11.3,11.941,cerah siram
33064,32.02,59,34.52,199,49829,0.445,0.173,12.646,12.26,cerah siram
33065,30.69,55,31.72,204,62322,0.425,0.157,11.89,12.12,cerah siram
33066,31.75,56,31.61,199,59921,0.429,0.17,12.722,10.816,cerah siram
33067,30.68,50,32.93,199,50441,0.457,0.172,11.424,10.731,cerah siram
33068,31.53,60,31.86,204,61193,0.443,0.171,12.459,12.208,cerah siram
33069,31.46,53,32.16,202,62367,0.404,0.174,12.087,11.582,cerah siram
33070,32.5,51,31.74,195,47544,0.452,0.164,12.662,12.55,cerah siram
33071,31.38,51,34.39,199,60753,0.472,0.172,12.712,10.987,cerah siram
33072,31.17,59,32.95,203,47230,0.468,0.178,11.315,12.648,cerah siram
33073,30.41,57,31.03,195,58521,0.491,0.178,12.401,11.099,cerah siram
33074,30.47,50,33.34,197,48222,0.437,0.164,11.608,10.646,cerah siram
33075,30.54,58,35.44,199,48043,0.415,0.169,11.69,11.044,cerah siram
33076,30.85,54,32.04,201,52526,0.41,0.167,12.645,10.942,cerah siram
33077,32.3,50,34.79,200,47862,0.412,0.155,12.466,11.037,cerah siram
33078,30.3,51,33.89,204,59598,0.407,0.162,11.732,11.749,cerah siram
33079,31.12,50,31.88,201,45963,0.405,0.174,11.572,11.338,cerah siram
33080,31.64,59,33.14,204,55289,0.476,0.164,12.727,10.604,cerah siram
33081,31.13,54,33.89,203,52835,0.475,0.166,12.136,11.544,cerah siram
33082,30.94,60,31.68,202,56518,0.431,0.169,12.433,11.439,cerah siram
33083,32.17,54,30.98,196,58671,0.482,0.164,11.935,11.337,cerah siram
33084,32.38,55,31.33,204,52433,0.434,0.166,11.652,12.033,cerah siram
33085,31.13,53,33.92,196,61573,0.401,0.172,12.685,10.63,cerah siram
33086,30.92,50,32.78,198,59909,0.456,0.171,12.338,11.665,cerah siram
33087,31.81,57,30.39,202,54535,0.407,0.162,12.112,10.465,cerah siram
33088,31.31,54,34.18,196,55815,0.415,0.174,11.761,12.461,cerah siram
33089,30.36,60,31.31,202,54757,0.393,0.155,11.543,11.334,cerah siram
33090,31.22,50,32.06,197,47410,0.488,0.177,11.413,10.529,cerah siram
33091,32.08,53,35.45,201,49006,0.409,0.178,12.424,12.384,cerah siram
33092,31.68,53,31.79,201,57590,0.493,0.165,11.482,10.397,cerah siram
33093,30.91,53,33.95,205,53254,0.44,0.157,11.762,11.513,cerah siram
33094,31.1,56,35.5,203,49663,0.467,0.165,11.997,11.188,cerah siram
33095,30.4,60,34.89,201,50670,0.481,0.162,11.507,11.594,cerah siram
33096,30.34,53,32.5,203,48817,0.401,0.165,11.677,10.324,cerah siram
33097,30.33,57,31.48,196,57888,0.431,0.177,12.205,11.908,cerah siram
33098,30.24,57,31.87,201,48821,0.418,0.167,11.92,11.45,cerah siram
33099,32.08,59,30.81,203,52600,0.462,0.162,11.525,12.353,cerah siram
33100,30.4,57,34.08,196,59784,0.441,0.166,11.991,12.027,cerah siram
33101,30.53,59,34.63,202,59642,0.396,0.169,12.538,10.991,cerah siram
33102,30.67,56,32.02,197,53464,0.481,0.167,11.862,12.623,cerah siram
33103,30.88,57,31.05,203,52118,0.414,0.155,12.464,11.929,cerah siram
33104,32.42,59,35.24,197,61598,0.4,0.155,11.469,11.211,cerah siram
33105,30.8,54,30.21,196,47209,0.467,0.172,11.676,11.802,cerah siram
33106,32.35,54,33.24,204,52970,0.452,0.168,11.499,11.226,cerah siram
33107,30.61,51,32.41,202,47485,0.435,0.174,11.714,10.77,cerah siram
33108,30.77,59,30.21,195,58490,0.457,0.164,11.373,11.904,cerah siram
33109,30.43,55,35.16,196,61138,0.457,0.166,12.207,12.42,cerah siram
33110,31.83,60,33.53,205,53495,0.471,0.176,11.715,11.191,cerah siram
33111,30.62,55,33.3,195,57618,0.453,0.162,11.469,12.364,cerah siram
33112,31.13,60,31.84,200,52500,0.415,0.171,12.619,11.629,cerah siram
33113,30.3,53,31.26,203,55426,0.467,0.164,11.976,12.225,cerah siram
33114,32.37,59,30.71,204,50795,0.399,0.161,12.619,10.388,cerah siram
33115,31.82,55,31.26,197,59116,0.43,0.16,11.429,11.953,cerah siram
33116,30.22,51,31.98,203,48080,0.435,0.164,12.21,10.955,cerah siram
33117,31.38,57,33.09,202,60621,0.447,0.166,11.392,11.904,cerah siram
33118,31.93,50,35.49,205,52206,0.444,0.155,11.969,11.886,cerah siram
33119,31.21,50,33.25,201,60858,0.4,0.174,11.707,10.964,cerah siram
33120,31.87,54,34.03,202,57985,0.488,0.171,12.098,10.638,cerah siram
33121,31.93,52,32.7,201,47497,0.397,0.168,11.768,10.737,cerah siram
33122,30.92,52,34.92,204,59369,0.399,0.155,11.431,10.623,cerah siram
33123,30.78,59,30.89,204,45997,0.41,0.177,11.635,10.433,cerah siram
33124,32.05,55,31.62,202,60914,0.491,0.163,11.864,11.435,cerah siram
33125,32.05,50,33.87,196,58665,0.441,0.161,11.368,10.341,cerah siram
33126,31.41,56,35.28,203,45591,0.459,0.16,12.742,10.938,cerah siram
33127,31.8,59,35.2,199,61770,0.458,0.166,12.597,12.128,cerah siram
33128,31.54,52,34.2,203,47627,0.419,0.158,11.938,11.417,cerah siram
33129,30.65,58,32.86,199,54930,0.477,0.154,12.577,11.32,cerah siram
33130,31.34,60,33.69,204,60243,0.484,0.177,12.155,11.395,cerah siram
33131,30.3,57,31.11,203,60581,0.433,0.159,12.622,10.337,cerah siram
33132,32.43,53,32.55,195,48561,0.411,0.172,11.334,10.855,cerah siram
33133,30.99,57,34.05,195,59347,0.481,0.178,12.673,10.435,cerah siram
33134,31.25,51,35.5,202,51026,0.416,0.174,11.444,12.742,cerah siram
33135,30.52,55,30.79,196,59626,0.439,0.174,11.568,11.159,cerah siram
33136,30.45,54,33.72,196,50517,0.474,0.156,12.332,11.145,cerah siram
33137,30.62,50,31.04,195,45836,0.456,0.16,12.239,11.524,cerah siram
33138,32.41,58,34.0,205,47701,0.446,0.175,12.132,11.441,cerah siram
33139,31.45,59,34.23,205,50018,0.424,0.168,12.084,12.228,cerah siram
33140,32.23,50,31.58,195,52736,0.396,0.156,11.652,11.635,cerah siram
33141,31.69,54,33.2,202,58944,0.389,0.169,12.235,11.665,cerah siram
33142,31.77,58,31.21,201,47237,0.444,0.155,11.514,11.606,cerah siram
33143,31.02,51,34.29,202,61803,0.407,0.176,12.627,10.518,cerah siram
33144,30.71,53,31.33,198,51162,0.409,0.174,12.552,12.387,cerah siram
33145,30.26,54,33.24,197,59889,0.484,0.178,12.605,11.778,cerah siram
33146,31.3,57,30.5,198,52732,0.484,0.158,12.021,10.399,cerah siram
33147,31.67,54,32.12,196,59464,0.431,0.157,11.633,10.832,cerah siram
33148,31.05,54,32.02,196,61068,0.426,0.178,11.78,10.976,cerah siram
33149,31.55,58,34.7,197,47601,0.408,0.177,11.972,11.383,cerah siram
33150,30.69,53,34.1,200,61729,0.472,0.176,11.82,11.845,cerah siram
33151,31.79,54,30.15,204,55025,0.437,0.171,11.537,11.227,cerah siram
33152,32.19,57,31.81,202,53026,0.468,0.177,12.286,11.559,cerah siram
33153,32.09,59,34.39,197,56188,0.425,0.161,11.494,11.326,cerah siram
33154,31.06,51,32.65,201,53762,0.43,0.165,11.531,12.219,cerah siram
33155,30.45,60,33.22,199,60878,0.391,0.163,11.817,11.554,cerah siram
33156,31.05,51,30.0,204,46460,0.419,0.155,11.685,10.282,cerah siram
33157,31.96,56,31.17,195,49778,0.479,0.174,11.77,11.637,cerah siram
33158,30.75,50,35.0,204,45631,0.474,0.17,11.597,10.406,cerah siram
33159,32.24,59,31.84,199,58571,0.394,0.158,12.524,10.455,cerah siram
33160,30.65,54,31.91,198,51588,0.462,0.167,11.764,10.84,cerah siram
33161,31.24,51,33.51,199,54455,0.482,0.157,11.635,10.657,cerah siram
33162,30.28,60,31.33,195,51436,0.447,0.158,11.545,10.343,cerah siram
33163,32.36,52,33.84,203,54325,0.446,0.169,11.541,10.81,cerah siram
33164,32.27,55,34.48,202,49124,0.415,0.163,12.063,12.171,cerah siram
33165,31.56,56,31.94,204,52853,0.472,0.168,11.398,12.412,cerah siram
33166,30.97,60,34.44,201,58842,0.408,0.168,12.525,11.137,cerah siram
33167,31.99,60,34.27,203,48680,0.442,0.176,12.205,11.417,cerah siram
33168,31.53,52,30.52,203,60814,0.453,0.154,12.227,12.451,cerah siram
33169,30.38,53,32.12,202,54066,0.435,0.159,12.271,11.178,cerah siram
33170,32.03,55,32.2,195,54028,0.482,0.154,11.429,11.188,cerah siram
33171,31.56,55,34.82,195,47333,0.45,0.168,12.781,10.987,cerah siram
33172,32.35,52,31.99,201,48308,0.471,0.174,12.261,11.838,cerah siram
33173,31.14,58,30.83,196,54088,0.464,0.157,12.714,12.787,cerah siram
33174,31.47,50,31.15,204,45495,0.467,0.164,11.789,12.749,cerah siram
33175,31.59,53,31.5,199,61865,0.4,0.178,12.323,11.229,cerah siram
33176,30.47,51,34.42,203,60785,0.438,0.177,11.783,10.63,cerah siram
33177,30.42,56,30.96,198,58914,0.443,0.17,12.767,11.768,cerah siram
33178,31.97,57,35.0,203,48224,0.439,0.171,12.634,10.992,cerah siram
